"ADDRESS","AVAILABILITY_STATUS","AVAILABLE_AT","BATHS","BEDS","BUILDING_TYPE","CITY","CLUBHOUSE","COMPANY","DATE_POSTED","DESCRIPTION","DOORMAN","FURNISHED","GARAGE","GARAGE_COUNT","GRANITE","GYM","ID","LATITUDE","LAUNDRY","LONGITUDE","NEIGHBORHOOD","POOL","RENT_PRICE","SCRAPED_TIMESTAMP","SQFT","STAINLESS","STATE","YEAR_BUILT","ZIP"
"3000 Green District Blvd , Marlborough, MA 01752","available","2025-01-08 07:16:27.932",1,1,"apartment building","Marlborough","Y","Greystar","2025-01-08 00:00:00.000","Nestled within a grove of trees, The Lodge is an homage to its surroundings. This stunning building invites the outside in. The Lodge is truly deserving of its name, with gorgeous post and beam elements. With exceptional amenities and finishes, residents will find spacious apartments and community spaces that envelop them in elevated comfort. For those discerning enough to seek out the extraordinary, welcome in. Features/amenities: Lil lodge play area as well as guest suites available for rent, On-site nature trails and pond, Roof deck area with grills, outdoor lounge seating and sweeping views of surrounding nature, Co-working spaces as well as multiple private offices all with high speed Wifi, Trackman golf simulator room featuring PGA tour level courses, ""The Heartwood"" - a 2,500 sqft. fitness facility with yoga room, Peloton studio and more, ""The Quill"" a 2,000 volume library, Great room fireplace lounge featuring ""The Night Owl Bar"" serving beer on tap, Courtyard style heated pool with cabana and poolside sundeck lounging, Select homes featuring dens and private offices, In home private washer and dryer, Smart thermostats, Quartz countertops, Central air conditioning and heat, Large spacious walk in closets, Stainless steel appliances, Shaker style kitchen cabinets, Select top-floor penthouse homes available with extra features and extra high ceilings, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511633521,42.31892,"Y",-71.577191,"","Y",2735,"2025-01-08 07:16:33.566",688,"Y","MA","",1752
"1 Avalon Way, Plymouth, MA 02360","available","2025-01-08 02:11:44.374",2,2,"apartment building","Plymouth","Y","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Quartz Countertops, Refrigerator, Gas Stove, Microwave, Dishwasher, Garbage Disposal, Walk-in Closet, Hardwood flooring, Primary Exposure West, Stainless Steel Appliances, Central Air Conditioning, Patio, Washer/Dryer, Cats and dogs are welcome. Please check the dog breed and pet restrictions., , , , Renovated Package I: Renovated kitchens and baths with white cabinetry, grey quartz countertops, hard surface flooring, and kitchens with grey tile backsplash and stainless steel appliances, , Access to The Stonebridge Club with rentable function rooms, an outdoor swimming pool and children's pool, and outdoor tennis courts, , , , Coming Soon: brand new fitness center equipment. Tennis courts available., Furnished apartment homes available, , , , , , Coming Soon: updated lounge with new, modern furniture and finishes, , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, , , ","N","Y","N","","Y","Y",511602583,41.879987,"Y",-70.603472,"","Y",2260,"2025-01-08 02:11:44.394",1290,"Y","MA","",2360
"51 Keys Drive, Peabody, MA 01960","available","2025-01-08 13:25:15.897",1,2,"apartment building","Peabody","N","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Refrigerator, Gas Stove, Dishwasher, Garbage Disposal, Walk-in Closet, Primary Exposure West, Central Air Conditioning, Cats and dogs are welcome. Please check the dog breed and pet restrictions., , , Unassigned, free parking is available by most buildings, , , Eco-friendly community with on-site recycling bins, sustainable lighting techniques to reduce energy consumption and smart rain sensors used to reduce water consumption, , Furnished apartment homes available, , , , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, ","N","Y","N","","N","Y",511648946,42.5427102,"N",-70.9495688,"","N",2185,"2025-01-08 13:25:15.945",864,"N","MA","",1960
"449 Canal Street , Somerville, MA 02145","available","2025-01-08 09:15:54.879",1,1,"apartment building","Somerville","Y","Greystar","2025-01-08 00:00:00.000","We don't just rent apartments. From the moment you walk through the front door you'll feel the comfort and security that makes our residents happy to call us home. Cutting edge amenities, meticulously-groomed grounds, and a dedicated staff contributes to a higher standard of living. Convenient shopping, award-winning schools, local museums and parks are all close at hand, with sponsored activities to develop new hobbies while getting to know your neighbors. Montaje is leasing for immediate move-in's, please contact the Leasing Gallery to schedule your VIP tour today! Features/amenities: 24-hour Concierge, Amazon Hub Package System, 20th Floor Sky Lounge, Bike Storage & Repair Station, Media Room, Resident Lounge w/Billiards Table, 24/7 Fitness Center, Courtyard w/Grilling Stations, Resort-Style Swimming Pool, *In Select Units, Panoramic City Views*, Oudoor Spaces & Juliet Balconies*, Walk-in Closets*, 12 Foot Ceilings*, Custom Pendant Lighting*, Wood-style Plank Floors, Stainless Steel Kitchen Appliances, Quartz Countertops, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Smoke Free Community","Y","N","N","","Y","Y",511638324,42.393743,"N",-71.078713,"","Y",3290,"2025-01-08 09:15:57.266",667,"Y","MA","",2145
"3000 Green District Blvd , Marlborough, MA 01752","available","2025-01-08 07:16:27.932",1,1,"apartment building","Marlborough","Y","Greystar","2025-01-08 00:00:00.000","Nestled within a grove of trees, The Lodge is an homage to its surroundings. This stunning building invites the outside in. The Lodge is truly deserving of its name, with gorgeous post and beam elements. With exceptional amenities and finishes, residents will find spacious apartments and community spaces that envelop them in elevated comfort. For those discerning enough to seek out the extraordinary, welcome in. Features/amenities: Lil lodge play area as well as guest suites available for rent, On-site nature trails and pond, Roof deck area with grills, outdoor lounge seating and sweeping views of surrounding nature, Co-working spaces as well as multiple private offices all with high speed Wifi, Trackman golf simulator room featuring PGA tour level courses, ""The Heartwood"" - a 2,500 sqft. fitness facility with yoga room, Peloton studio and more, ""The Quill"" a 2,000 volume library, Great room fireplace lounge featuring ""The Night Owl Bar"" serving beer on tap, Courtyard style heated pool with cabana and poolside sundeck lounging, Select homes featuring dens and private offices, In home private washer and dryer, Smart thermostats, Quartz countertops, Central air conditioning and heat, Large spacious walk in closets, Stainless steel appliances, Shaker style kitchen cabinets, Select top-floor penthouse homes available with extra features and extra high ceilings, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511633546,42.31892,"Y",-71.577191,"","Y",3144,"2025-01-08 07:16:46.353",885,"Y","MA","",1752
"305 Winter Street , Waltham, MA 02451","available","2025-01-08 04:44:11.739",2,2,"apartment building","Waltham","Y","Greystar","2025-01-08 00:00:00.000","Immerse yourself in immaculate, modern style at The 305’s luxury apartments. An aesthetic showstopper, The 305’s refined interiors offer the perfect blend of sophistication and serenity, bringing understated elegance to your everyday routine. Amenities here are in abundance, designed to keep you calm, cool, and connected. And when you’re on the move, The 305 provides convenient connectivity to Downtown Waltham’s lively dining and cultural scene, the Cambridge Reservoir, and all that Greater Boston has to offer. A rare pearl in a celebrated suburb, The 305 one you won’t want to miss. Features/amenities: Resident clubroom with screening room & 8th floor sky deck, Work-from-home lounge with co-work and private offices, Fitness center with Echelon mirrors and smart exercise bikes, Courtyard with putting green, grill stations, hammocks, Zero-entry outdoor pool, Balconies in select homes, Fully tiled showers with sleek glass doors, Meon-Gibson faucets, Quartz countertops with undermount sinks, Samsung stainless-steel appliances, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Playground, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511627327,42.399299,"Y",-71.255545,"","Y",4072,"2025-01-08 04:44:20.914",1110,"Y","MA","",2451
"1 Nashua Street, Boston, MA 02114","available","2025-01-08 06:18:10.505",1,1,"apartment building","Boston","Y","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Granite Countertops, Electric Stove, Microwave, Dishwasher, Garbage Disposal, Floor to Ceiling Windows, Walk-in Closet, City View, Primary Exposure Southwest, Stainless Steel Appliances, Central Air Conditioning, Washer/Dryer, Pet-friendly community with WAG Pet Spa, , , EV outlets, , , , , , , Furnished+ offers all the essential items you need to move in plus conveniences like flexible lease terms, included utilities, and immediate access to highspeed Wi-Fi and cable TV (Select Homes), Fully-equipped, modern kitchens with quartz stone countertops, tile backsplash, stainless steel appliances, and two-tone cabinetry, , , , , Sky pavilion lounge and rooftop deck with panoramic views, , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, ","N","Y","N","","Y","Y",511630900,42.365735,"Y",-71.063603,"Central","N",3050,"2025-01-08 06:18:10.527",773,"Y","MA","",2114
"22 Mount Carmel Way , Worcester, MA 01605","available","2025-01-08 04:19:48.801",2,2,"apartment building","Worcester","Y","Greystar","2025-01-08 00:00:00.000","If you’re looking to plant some roots in the heart of the Commonwealth, look no further than Alta on the Row. Located on the famed Shrewsbury Street, Alta on the Row delivers quick accessibility to Worcester’s hub for exploration and entertainment. Whether you’re a newcomer or local Worcesterite seeking adventure and excitement, Alta on the Row happily indulges. You can embrace Worcester at Alta on the Row. Features/amenities: Enchanting rooftop lounge with cozy seating, fire pits, and unobstructed views of downtown Worcester, Exquisite work-from-home suites and co-working spaces for enhanced productivity and convenience, Elegant clubroom for socializing and entertaining in style, Cutting-edge golf simulator for honing your swing in our game lounge, State-of-the-art 24-hour fitness center equipped with cutting-edge cardio and strength equipment and a dedicated yoga studio., Multiple chic grilling stations for gourmet outdoor culinary experiences, Sumptuous resort-style swimming pool featuring a tanning deck and turf surround for unparalleled relaxation, 2 serene expansive courtyards, styled with plush private seating and an outdoor entertainment space, and an
outdoor “living room” connecting the two courtyards, Prime location located .2 miles from Union Station, enabling residents to easily reach Boston via the MBTA Commuter Rail., Smart NEST thermostats for effortless climate control, Full-size washer and dryer in every apartment, Modern kitchen pendant lighting in select apartment homes, Spacious en-suite primary bathroom with quartz countertops, shower and tub tile surrounds, and frameless, Opulent LVT flooring throughout the entire apartment home, including bedrooms, Full-size washer and dryer in every apartment home, Sleek Stainless Steel Samsung appliance package, Stunning kitchens featuring quartz countertops, designer tile backsplash, soft close cabinetry, and pantry storage, One, two, and three- bedroom custom designed floor plans, Air Conditioning, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511625066,42.264395,"Y",-71.792112,"","Y",3103,"2025-01-08 04:20:26.264",1134,"Y","MA","",1605
"21 Revere Beach Blvd , Revere, MA 02151","available","2025-01-08 13:01:42.806",1,1,"apartment building","Revere","Y","Greystar","2025-01-08 00:00:00.000","In its history and at its heart, Revere Beach has been a place of camaraderie and joy. Today, Ryder is building on that legacy while creating an experience that’s entirely new. Featuring an irresistible on-site restaurant, inspired amenity spaces, and a gallery-worthy art program, our apartment homes are a celebration of all the best things in life. Things like: waking up to a panoramic water view, winding down beside a shimmering pool, working (or working out) without leaving home, and neighbors who become lifelong friends. Oh, and did we mention? Our modern boardwalk (featuring eateries and pop-up shops) brings the seaside vibe in and spreads the fun out. So come ride the waves, ride the feeling and ride the blue line (in 15 minutes to downtown Boston). Features/amenities: Pet Wash Room, On-site restaurant with beachfront seating, Outdoor Lap Pool, Fitness Center, Media Lounge & Game Room, Co-Workspaces, Outdoor Deck w/Ocean Views, Stainless Steel Appliances, Quartz countertops, In-Unit Washer & Dryer, Ocean Views*, Generous Closets, Wood-Style Flooring, Gourmet Kitchens, Oversized Windows, Wireless Thermostats, Air Conditioning, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511648193,42.403602,"Y",-70.990892,"","Y",2855,"2025-01-08 13:01:57.897",762,"Y","MA","",2151
"10 New Street , East Boston, MA 02128","available","2025-01-08 02:20:21.973",1,1,"apartment building","East Boston","Y","Greystar","2025-01-08 00:00:00.000","The Eddy features apartments near Seaport located along the waterfront of East Boston, boasting unrivaled views of the skyline and conveniently located by an eclectic mix of restaurants, shops and entertainment. The Eddy's luxury apartments in east Boston are transit-oriented and serve as a bridge between the city's most vibrant neighborhoods. The leasing team is eager for you to come see our property. Features/amenities: Ground Floor Restaurant with Outdoor Patio - Reelhouse, Bike Parking & Maintenance, Pet Wash, Coworking Spaces and Conference Rooms, Entertainment Lounge and Kitchen, Fitness Center, Rooftop Lounge, Barbecues & Fire Pits, Pool with Downtown Boston Skyline Views, Plank Flooring, Locally-Sourced and Recycled-Content Materials, Energy-Star Rated Appliances and Water-Efficient Fixtures, Floor to Ceiling Windows, Nest Learning Thermostats, In Unit Washer & Dryer, Custom Cabinetry In Kitchen & Bath, Stone Countertops, High-Efficiency LED Lighting, Air Conditioning, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","N","Y",511604206,42.371167,"Y",-71.043941,"East Boston","Y",3142,"2025-01-08 02:20:22.298",571,"N","MA","",2128
"2 Washington St , Melrose, MA 02176","available","2025-01-08 04:40:14.19",2,2,"apartment building","Melrose","Y","Greystar","2025-01-08 00:00:00.000","Office hours are by appointment only. Contact our leasing team today. The beauty of nature, the excitement of the city - all within walking distance of our apartments here in Melrose, MA. In less than five minutes, you could find yourself commuting on the T to Boston, taking a trip to Medford, or communing with the outdoors in the lush garden spaces of The Washingtons. Here, we’ve designed every space to flexibly meet your needs. Luxury community spaces like a rooftop deck, outdoor lounge and firepit, and grilling stations. Residences with every comfort: modern kitchens, wood plank floors, in-residence washer/dryers, and more. Features/amenities: Elevator Available in Select Buildings, Covered Parking and Bike Storage, Dog park, Resident Lounge with Shuffleboard and Retro Game, Rooftop Deck with Outdoor Living Room, Outdoor Kitchen, Grilling Stations and Seating, Two Outdoor Courtyards and Firepits, Clubroom and Business Center, Two State-of-the-Art Fitness Centers, Hardwood Plank-Style Flooring, Large, Walk-In Closets, Full-Size Washer & Dryer in Every Residence, Oversized Stand Up Showers in Select Homes, White Subway Tile in Bathroom Showers/Tubs, Rich Brown Cabinetry, GE Stainless Steel Appliance Package, Kitchen Bar or Island Perfect for Entertaining, Modern Kitchens with Sleek Granite Counters, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Smoke Free Community","N","N","N","","Y","Y",511627160,42.446926,"Y",-71.074667,"","N",3021,"2025-01-08 04:40:52.837",1152,"Y","MA","",2176
"102 Mill Road , Everett, MA 02150","available","2025-01-08 02:56:23.532",1,0,"apartment building","Everett","Y","Greystar","2025-01-08 00:00:00.000","COMING SOON! Elevated yet rooted, Maxwell is the perfect balance. Here, you don’t have to go far to experience culture, restaurants, and shops with their own distinct character. Or stay close and benefit from lush surroundings, an inspired work-from-home setup, and amenities that take the edge off city life. At Maxwell, you can enjoy the escape without having to make one. Take it all in. Feel fully restored. Features/amenities: Coworking space with privacy pods, conference room, and open café seating, Rentable clubroom with TV, demonstration kitchen, and lounge seating, Dedicated bicycle storage and repair area, Specialized package room with cold storage, Community pet spa with washing tub and dryer, Separate treatment room to book massages or therapies, Fully equipped chef’s demonstration kitchen for entertaining, Private courtyard with pool, grills, oversize games, cabana seating, fireplace, and firepit, Modern fitness center with private yoga studio, In-unit washer and dryer, Plush carpeted bedrooms, Oversized closets, Undermount cabinet lighting in kitchens, Built-in kitchen pantry storage , Modern subway tile backsplashes, Quartz countertops , Stainless steel GE kitchen appliances, Two-toned soft-close wood kitchen cabinets, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511611278,42.401005,"Y",-71.04462,"","Y",2700,"2025-01-08 02:56:24.111",673,"Y","MA","",2150
"117 Dean Ave","unknown","2025-01-08 12:44:13.266",1,1,"apartment building","Franklin","N","Willow Bridge","2025-01-08 00:00:00.000","Located in a beautiful suburban area in Franklin, MA, Station 117 offers an elevated lifestyle among a stunning selection of one, two, and three bedroom apartments and polished amenity spaces. Sink into comfort in a spacious, open floor plan with an expansive kitchen featuring a quartz-topped kitchen island with pendant lighting, a tile backsplash, and a full set of stainless steel appliances. Follow high-end wood-style plank flooring into a bright living area with double-paned windows and stylish faux-wood blinds. In select floor plans, other premium features await, including a deep soaking tub, a private patio or balcony, and built-in linen closets. Apartment amenities:  Community amenities: ","N","N","N","","Y","N",511647347,42.086138,"N",-71.392399,"","N",2526,"2025-01-08 12:44:18.484",846,"Y","MA","",2038
"319 Lincoln Street, Hingham, MA 02043","available","2025-01-08 03:55:21.421",2,2,"apartment building","Hingham","N","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Quartz Countertops, Refrigerator, Gas Stove, Microwave, Dishwasher, Garbage Disposal, Double Vanities, Walk-in Closet, Primary Exposure East, Central Air Conditioning, Washer/Dryer, Pet friendly community featuring WAG Pet Spa and outdoor WAG Pet Park, , EV outlets, , , , , WiFi access is available in common areas, , Fully-equipped, open-plan kitchens with modern features including quartz countertops, stainless steel appliances, tile backsplash, and hard surface flooring, , , , , , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, , ","N","N","N","","Y","Y",511621396,42.249864,"Y",-70.9178708,"","N",2940,"2025-01-08 03:55:21.426",1678,"Y","MA","",2043
"102 Mill Road , Everett, MA 02150","available","2025-01-08 02:56:23.533",2,2,"apartment building","Everett","Y","Greystar","2025-01-08 00:00:00.000","COMING SOON! Elevated yet rooted, Maxwell is the perfect balance. Here, you don’t have to go far to experience culture, restaurants, and shops with their own distinct character. Or stay close and benefit from lush surroundings, an inspired work-from-home setup, and amenities that take the edge off city life. At Maxwell, you can enjoy the escape without having to make one. Take it all in. Feel fully restored. Features/amenities: Coworking space with privacy pods, conference room, and open café seating, Rentable clubroom with TV, demonstration kitchen, and lounge seating, Dedicated bicycle storage and repair area, Specialized package room with cold storage, Community pet spa with washing tub and dryer, Separate treatment room to book massages or therapies, Fully equipped chef’s demonstration kitchen for entertaining, Private courtyard with pool, grills, oversize games, cabana seating, fireplace, and firepit, Modern fitness center with private yoga studio, In-unit washer and dryer, Plush carpeted bedrooms, Oversized closets, Undermount cabinet lighting in kitchens, Built-in kitchen pantry storage , Modern subway tile backsplashes, Quartz countertops , Stainless steel GE kitchen appliances, Two-toned soft-close wood kitchen cabinets, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511611317,42.401005,"Y",-71.04462,"","Y",3810,"2025-01-08 02:56:25.169",1063,"Y","MA","",2150
"85 Seaport Blvd , Boston, MA 02210-2041","available","2025-01-08 04:06:16.196",2,2,"apartment building","Boston","N","Greystar","2025-01-08 00:00:00.000","Watermark Seaport is a collection of luxury rental high-rise apartments and modern lofts. Located at the heart of Boston's Seaport Square, Watermark Seaport sits at the nexus of the bustling Financial District, burgeoning Seaport and historic Fort Point. Residences range from studios to three bedrooms and are complemented by an unparalleled amenity package. Watermark Seaport offers a 24-hour concierge and the largest collection of amenities in the Fort Point/Seaport area, with more than 15,000 square feet of indoor and outdoor space exclusively for residents. Features/amenities: LEED Gold Certified, Bike Storage & Repair Station, 18th floor Sky Deck, Coffee bar, 24-hour concierge, Bicycle storage room, Fitness on Demand, Wellness studio for yoga, State of the art fitness center, Private storage units, Garage parking, Views of skyline & Boston harbor*, Washer & dryer, Nest thermostats, Granite countertops, Stainless steel appliances, Hardwood floors, Oversized windows, Air Conditioning, Fitness Center, Covered Parking or Garages, Pet Friendly, Spacious Closets, Washer/Dryer Available","Y","N","Y","","Y","Y",511622871,42.351736,"Y",-71.046174,"South Boston","N",5981,"2025-01-08 04:06:16.794",915,"Y","MA","",""
"10 Primrose Way","unknown","2025-01-08 03:04:11.152",2,2,"apartment building","Haverhill","Y","Willow Bridge","2025-01-08 00:00:00.000","For those looking for a home in a quiet suburban neighborhood, life at the Residences at Little River in Haverhill, MA is the place. Situated only minutes away from I-93, I-95, and I-495, our community ensures that you’ll have an easy commute when you want to get around. To make things even easier, you’ll only be a short jaunt from the Haverhill T station, which puts everything within reach. These one- and two-bedroom apartments offer a wide selection of upgraded amenities including fireplaces, vaulted ceilings, and built-in desks. When you want a break, escape to the clubhouse, pool, or the 24-hour fitness center situated right outside your door. Contact our staff today to check availability. Apartment amenities:  Community amenities: ","N","N","N","","N","Y",511612888,42.795503,"N",-71.093947,"","Y",2449,"2025-01-08 03:04:11.282",1082,"N","MA","",1830
"80 Cambridgepark Dr","unknown","2025-01-08 13:26:41.826",1,1,"apartment building","Cambridge","N","Willow Bridge","2025-01-08 00:00:00.000","Discover pet-friendly residences that set the standard of luxury apartment living in Cambridge, Massachusetts at Luxe at Alewife. Offering thoughtfully designed apartment homes and access to contemporary amenities, you’ll experience unrivaled comfort in the highly sought-after Cambridge, MA area. Apartment amenities:  Community amenities: ","N","N","N","","N","N",511649008,42.393131,"N",-71.142943,"North Cambridge","N",3499,"2025-01-08 13:26:58.102",825,"N","MA","",2140
"3000 Green District Blvd , Marlborough, MA 01752","available","2025-01-08 07:16:27.932",1,1,"apartment building","Marlborough","Y","Greystar","2025-01-08 00:00:00.000","Nestled within a grove of trees, The Lodge is an homage to its surroundings. This stunning building invites the outside in. The Lodge is truly deserving of its name, with gorgeous post and beam elements. With exceptional amenities and finishes, residents will find spacious apartments and community spaces that envelop them in elevated comfort. For those discerning enough to seek out the extraordinary, welcome in. Features/amenities: Lil lodge play area as well as guest suites available for rent, On-site nature trails and pond, Roof deck area with grills, outdoor lounge seating and sweeping views of surrounding nature, Co-working spaces as well as multiple private offices all with high speed Wifi, Trackman golf simulator room featuring PGA tour level courses, ""The Heartwood"" - a 2,500 sqft. fitness facility with yoga room, Peloton studio and more, ""The Quill"" a 2,000 volume library, Great room fireplace lounge featuring ""The Night Owl Bar"" serving beer on tap, Courtyard style heated pool with cabana and poolside sundeck lounging, Select homes featuring dens and private offices, In home private washer and dryer, Smart thermostats, Quartz countertops, Central air conditioning and heat, Large spacious walk in closets, Stainless steel appliances, Shaker style kitchen cabinets, Select top-floor penthouse homes available with extra features and extra high ceilings, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511633520,42.31892,"Y",-71.577191,"","Y",2595,"2025-01-08 07:16:32.434",678,"Y","MA","",1752
"485 Foley Street , Somerville, MA 02145","available","2025-01-08 03:01:44.372",1,1,"apartment building","Somerville","Y","Greystar","2025-01-08 00:00:00.000","At Miscela, you’ll find amazing apartment homes and so much more. We’ve got a private speakeasy that’s cooler than your local haunt. And our 24th floor Lookout - with its twinkling pergola and skyline views - is the stuff that photoshoots are made of. Word is out about our floor full of amenities complete with a shimmering pool and sleek work-from-home spaces. So, with all the talk, we’d forgive you if you thought you needed a secret handshake to gain access. The reality is much simpler. just take your pick and you’re in. And once you’re in, you’re part of a community that believes in giving back, just as much as living it up, with programs that provide residents with opportunities to contribute to their favorite causes. Sign up now & be the first to tour. Features/amenities: Fitwell 2-Star Certified, LEED Silver Certified, Lobby Lounge with Concierge, Outdoor Lawn with Firepit, Hammocks & Grill Stations, Speakeasy Lounge, Sleek Co-Working Spaces and Cabins, Fitness Center & Spin Bikes Studio, Shimmering Pool & Cabanas, Rooftop Terrace w/Skyline Views, Private Terraces*, Floor-to-Ceiling Windows for Plentiful Light and Air, Elegant Laminate Cabinets, In-Home Washer and Dryer, Moen Fixtures, Stainless Steel Appliances, Quartz Countertops, Wood-Style Flooring, Expansive Ceilings, Air Conditioning, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Swimming Pool(s), Smoke Free Community","Y","N","N","","Y","Y",511612475,42.393242,"Y",-71.077876,"","Y",3640,"2025-01-08 03:01:44.795",724,"Y","MA","",2145
"500 Ocean Avenue , Revere, MA 02150","available","2025-01-08 14:51:59.538",1.5,1,"apartment building","Revere","Y","Greystar","2025-01-08 00:00:00.000","Urban soul, ocean spirit. Find your new apartment In Revere, MA where the unmatched beauty of the beach and the eclectic energy of Boston come together at 500 Ocean. Our unique apartment homes offer amazing water views, artful interior design and award winning restaurants Dryft and Fine Line on-site, all within a 14-minute T-ride to Downtown. We invite you to come discover your new studio, one, or two bedroom apartment here at 500 Ocean. Explore what 500 Ocean Avenue has to offer, from scenic ocean views to the luxurious amenities. Our friendly 500 Ocean staff is available to answer your questions and schedule tours now. Contact our office today about our Revere apartments for rent. Features/amenities: Bicycle Storage, Access to MBTA Wonderland Blue Line, Pet Wash & Dog Run, Urban Farming on Our Roofdeck, Functional Training Fitness Center & Studio, Central Courtyard w/Turf & Grilling Stations, Located Next to Wonderland MBTA Station, Heated Pool w/Lounge Area, Rooftop Lounge w/Ocean Views, Smartphone-Enabled Keyless Entry, Washer/Dryer in Each Home, Smart Nest Thermostats, Quartz Countertops, Open Kitchen Shelving, Select Apartments with Ocean Views*, Black Slate Kitchen Appliances, High Ceilings w/Exposed Steel*, Unique Layouts Including Two-Story Lofts, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511652540,42.4141,"Y",-70.990672,"","Y",3347,"2025-01-08 14:52:25.095",965,"N","MA","",2150
